id_departamento,nombre,mail,fecha_fundacion,nro_conabip
06218,Bib.Pop. Ambulante y Rural de Chascomus,labiblioamb@hotmail.com,1994-01-01,3631
06218,Bib.Pop. del Ipora Padre Luis Sánchez,bibliotecaipora2000@yahoo.com.ar,1997-01-01,3890
06224,Bib.Pop. Dr. Antonio Novaro,bibliotecanovaro@hotmail.com,,105
06182,Bib.Pop. Esc. Ing. Luis Luiggi,,1994-01-01,3571
06182,Bib.Pop. Puntaltense Mercedes de San Martín,bibliomercedesdesanmartin@gmail.com,2002-01-01,4334
06189,Bib.Pop. Coronel Dorrego,,1928-01-01,1312
06189,Bib.Pop. de José A. Guisasola,biblioelperdido@gmail.com,1982-01-01,3483
06189,Bib.Pop. Florentino Ameghino,biblioameghino@altisa.com.ar,1928-01-01,1347
06196,Bib.Pop. Pringles,,1932-01-01,2225
06203,Bib.Pop. D.F.Sarmiento,bibliotecasarmiento_2000@yahoo.com.ar,1915-01-01,101
06203,Bib.  Infantil de Coronel Suarez,glabuscfliawach@gmail.com,1991-01-01,3591
06203,Asoc.Bib.Pop.Púb.Esc. Dr. Baldomero Fernández Moreno,bibliotecapopularhuanguelen@gmail.com,1969-01-01,3894
06175,Bib.Pop. Mariano Moreno,,1920-01-01,1883
06182,Bib.Pop. Juan Bautista Alberdi,bibjbalberdi@gmail.com,1933-01-01,1770
06182,Bib.Pop. Dr. Ricardo Gutierrez,nancy_flo@hotmail.com,1980-01-01,3364
06238,Bib.Pop. Gral. San Martín,,1945-01-01,118
06245,Bib.Pop. Mariano Moreno,,1917-01-01,167
06245,Bib.Pop. Gral. José de San Martín,,1932-01-01,1620
06245,Bib.Pop.Pub. Bartolomé Mitre,,1924-01-01,2151
06245,Bib.Pub.Pop.Mun. B. Fernández Moreno,,1957-01-01,3647
06245,Bib.Pop. Osvaldo H. Merlo,anamzanoni@yahoo.com.ar,1980-01-01,4065
06252,Bib.Pop. Bernardino Rivadavia,bp20dediciembre@gmail.com,1932-01-01,1673
06252,Bib.Pop. Juan Bautista Alberdi,alberdibiblio@yahoo.com.ar,1929-01-01,861
06260,Bib.Pop. Florentino Ameghino,bibliotecaameghino@gmail.com,1964-01-01,2843
06260,Bib.Pop. Bernardino Rivadavia,,1932-01-01,1733
06260,Biblioteca Popular El Principito,,1980-01-01,3452
06270,Soc. de Fom. y Bib. Pop. del Bo. Parque El Trébol,bibliotecaeltrebol@gmail.com,1993-01-01,4357
06270,Bib.Pop. D.F.Sarmiento,bpdfsts@yahoo.com.ar,1959-01-01,2810
06274,Bib. Pop. Lisandro de la Torre,,1995-01-01,3522
06274,Bib.Pop. Del Centro Cult. Sarmiento,bibliotecasarmiento_varela@yahoo.com.ar,1920-01-01,123
06274,Bib.Pop. Almafuerte,almafuertebib@yahoo.com.ar,1985-01-01,3158
06274,Bib.Pop. Guillermo Enrique Hudson,arravera@hotmail.com,1980-01-01,3499
06274,Bib. Pop. Dr. Florencio Varela,,1999-01-01,3891
06274,Bib.Pop. Hugo del Carril,bibliotecahugodelcarril@gmail.com,1980-01-01,3926
06274,Bib.Pop. Santo Tomás de Aquino,bibliostomas@yahoo.com.ar,1980-01-01,4051
06274,Asoc. Cult. y Bib. Pop. Dr. Ernesto de Muro,bpdemuro@live.com.ar,2004-01-01,4242
06274,Cen. Cult.  y Bib.Pop. Poetisa Alfonsina Storni,,2000-01-01,3916
06274,Bib. Pop. Florencio Sánchez,bibliotecaflorenciosanchez@yahoo.com.ar,1980-01-01,4170
06280,Bib.Mun.Pop. Eloisa M. Rissoli,,1997-01-01,3767
06280,Bib.Pop.Mun. General José de San Martín,biblioteca_miramar@yahoo.com.ar,1976-01-01,3518
06287,Bib.Pop. Florencio Balcarce,bibliofbalcarce@yahoo.com.ar,1915-01-01,131
06294,Bib.Pop. Bernardino Rivadavia,,1932-01-01,1707
06294,Bib.Pop. Domingo Faustino Sarmiento de Ascención,,2003-01-01,4119
06308,Bib.Pop. Carlos Guido Spano,,1980-01-01,276
06315,Bib.Pop. José Hernández del Club Deportivo El León,,1944-01-01,2789
06322,Bib.Pop. Presidente Mitre,nesoa_07@yahoo.com.ar,1944-01-01,2914
06329,Bib.Pop. Felipe de Robles (h,,1914-01-01,174
06336,Bib.Pop.Pub.Mun. General Lavalle,bibliotecaglavalle@hotmail.com,1974-01-01,3292
06351,Bib.Pop.Esc. Antártida Argentina,bibliogranada@yahoo.com.ar,1996-01-01,3633
06351,Bib.Pop. D.F.Sarmiento,,1913-01-01,126
06351,Bib. Esc. Pop. Ricardo Rojas,,1961-01-01,2824
06351,Bib. Pop. Juan XXIII,bibliotecapopularjuan23@hotmail.com,2000-01-01,3922
06357,Bib.Pop. Juventud Moderna,,1911-01-01,2697
06357,Bib.Pop.y C.Cult. Mar del Plata,,1994-01-01,3476
06357,Bib.Pop. Juan Domingo Perón,,1980-01-01,3836
06357,Bib.Pop. Barrio Santa Rita,,1980-01-01,4076
06357,Bib.Pop. y Cen.Cul. Centenario,,1996-01-01,4122
06357,Bib.Pop. El Desafío para Crecer,,2014-01-01,4349
06364,Bib.Pop. Leandro N. Alem,,1936-01-01,2063
06385,Bib. Pop. Mariano Moreno,bibpopmm_lostoldos@yahoo.com.ar,1939-01-01,2501
06385,Bib.Pop. Minchekewun,,2011-01-01,4280
06392,Bib.Esc.Pop. José Manuel Estrada,bibliob@yahoo.com.ar,1961-01-01,3724
06392,Bib.Pop.Pub.Mun. Dolores A. Cirio de Busso,biblio@cseca.com.ar,1991-01-01,3196
06392,Bib.Pop.Pub.Mun. D.F.Sarmiento,biblio@servicoopsa.com.ar,1935-01-01,3194
06392,Bib.Pop.Pub.Mun. Benito Lynch,blynch@servicoopsa.com.ar,1979-01-01,3197
06392,Bib.Púb. Municipal Fortín de Gainza,biblioteca_fortingainza09@hotmail.com,1991-01-01,3339
06399,Bib.Pop. Angela A.B. de Abraham,,2000-01-01,3925
06399,Bib. Pop. José Hernández,bibliojh97@yahoo.com.ar,1980-01-01,3715
06399,Bib.Pop. Dardo Nepomuceno Arditi Rocha,bparditirocha@hotmail.com,2000-01-01,4069
06399,Bib.Pop. Dra. Alicia Teresa Morales,bpaliciatmorales_garre@yahoo.com.ar,1980-01-01,4177
06399,Bib.Pub. Mariano Moreno,,1956-01-01,2998
06406,Bib.Pop. Almafuerte,bibliopopalmafuerte@yahoo.com.ar,1922-01-01,1248
06408,Bib.Pop.Soc.Fom. Julián Aguirre,,1975-01-01,2923
06408,Bib.Pop. Alfredo L. Palacios,biblioapalacios@yahoo.com.ar,1980-01-01,3621
06410,Soc.y Bib.Pop. La tradición,bibliotecalatradicion@yahoo.com.ar,2000-01-01,4002
06413,Bib.Pop. Olegario V. Andrade,,1909-01-01,139
06413,Bib.Pop. Paz y trabajo,,1923-01-01,1054
06413,Bib.Pop. Pedro Aguilera,,1928-01-01,1412
06413,Bib.Pop. Esteban Echeverría,,1930-01-01,1454
06413,Bib.Pop. 9 de Julio,biblioteca9dejulio@gmail.com,1933-01-01,1809
06413,Bib.Pop. Manuel Belgrano,armando_de_miguel@hotmail.com,1929-01-01,1874
06413,Bib. Pop. Pio Soberano,piosoberanobibliotecapopular@gmail.com,2022-01-01,4389
06413,Bib.Pop. Juan Bautista Alberdi,,1940-01-01,3928
06420,Bib.Pop. Las Toninas,biblo093@yahoo.com.ar,1985-01-01,3696
06420,Bib.Pop. Vito Dumas,bibliotecamardeltuyu@yahoo.com.ar,1992-01-01,3574
06420,Bib. Pop.Dr. José María Sobral,bibliotecasobral@yahoo.com.ar,2005-01-01,4368
06420,Bib.Pop. Juan XXIII,,1980-01-01,3910
06420,Soc.Fo.y Bib.Pop. El Tala,bib-arocha@educar,1980-01-01,4125
06420,Bib.Pub. Alfonsina Storni,ctc0057@hotmail.com,1980-01-01,3128
06427,Bib.Pop. Alfonsina Storni,,1963-01-01,2880
06427,Bib.Pop. y Ctro Cult. José M. Estrada,bibliotecamflara@hotmail.com,1976-01-01,4299
06427,Bib.Pop. Ceferino Namuncura,,1980-01-01,3241
06427,Bib.Pop. Delia C. de Armagno,fundaciondeliacdea@gmail.com,1980-01-01,3293
06427,Bib.Pop. Rotaria,bibliotecapopularrotaria@yahoo.com.ar,1980-01-01,4182
06427,Bib.Pop. Amigos de La Tablada,amigosdelatablada@yahoo.com.ar,1998-01-01,4010
06427,Bib.Pop. Almafuerte de Rafael Castillo,biblioteca_alma@hotmail.com,1980-01-01,4228
06427,Bib.Pop. Tinkunaku-Lugar de encuentro,bptinkunaku@yahoo.com.ar,2000-01-01,3921
06427,Bib.Pop. Almafuerte,bibalma@yahoo.com.ar,1993-01-01,3203
06427,Bib. Pop. Villa Sahores,biblioteca303@yahoo.com.ar,1999-01-01,3762
06427,Bib.Pop. de la Imagen (CEIC),bibliotecapopularimagen121@gmail.com,2003-01-01,4338
06427,"Centro Cultural y Recreativo, Bib.Pop. Mariano Moreno",bibliomoreno@yahoo.com.ar,1930-01-01,1880
06427,Bib. Pop. Madre Teresa,,1998-01-01,3730
06427,Bib.Pop. Trabajadores del Yaguané,,1999-01-01,3913
06427,Bib. Pop. Virrey del Pino,biblioteca308@yahoo.com.ar,1999-01-01,4041
06441,Bib.Pop. Florentino Ameghino,bibliofameghino@yahoo.com.ar,1936-01-01,2585
06441,Bib.Pop. José Hernández,,1997-01-01,3736
06441,Bib.Pop. Florentino Ameghino,bibliotecaalborada@yahoo.com,1918-01-01,165
06441,Bib.Pop. Bernardino Rivadavia,,1915-01-01,1483
06441,Bib.Pop. Dr. Nicolás Avellaneda,,1927-01-01,1747
06441,Bib.Pop. Joaquín V. González,,1903-01-01,1830
06441,Bib. Euforión,,1927-01-01,1973
06441,Bib.Pop.Gral. San Martín,bibliotecapopularsanmartin@hotmail.com,1936-01-01,2069
06441,Cen. de Fom. M. V y Bib.Pub.Pop. Enrique Gonino,bibliotecameridianov@hotmail.com,1929-01-01,2098
06441,Bib.Pop. Luis A. Repetto,bprepetto@gmail.com,1941-01-01,2127
06441,Bib. Pop. Florentino Ameghino,bibliotecafameghino@hotmail.com,1945-01-01,2323
06441,"Bib.Pop. Juan Vucetich, C.C. Y Dep. Aconcagua",bibliojuanvucetich@gmail.com,1944-01-01,2436
06441,Bib.Pop. Mario L. Sureda,,1947-01-01,2498
06441,Bib.Pop. Mariano Moreno,,1939-01-01,2546
06441,Bib.Pop. Dardo Rocha,,1954-01-01,2644
06441,Bib.Pop. Bernardo de Monteagudo,,1940-01-01,2757
06441,Bib.Pub. Central Gral. José de San Martín,,1950-01-01,3313
06441,Bib.Pop. E. S. Discépolo para la Cult.Nac.,,1980-01-01,3681
06441,Bib. Pop. Homero Manzi,bib.homeromanzi@gmail.com,1980-01-01,3717
06441,Bib.Pop. Instituto Platense de Cult. Hispánica,,1960-01-01,3786
06441,Asoc.Cult.Bib.Pop. Vida y Lucha de Elizalde,biblioteca_elizalde@yahoo.com.ar,1993-01-01,3877
06441,Casa del Tango y Bib.Pop. Carlos Gardel,casadeltango_lp@hotmail.com.ar,1980-01-01,3954
06441,Cen. y Bib.Pop. Carlos Bormida,bibliopcarlosbormida@yahoo.com.ar,2001-01-01,4140
06441,Cent.Cu. Y Bib.Pop. Enlazando palabras,ongenlazandopalabras@hotmail.com,1980-01-01,4171
06441,Bib.Pop. Del otro lado del árbol,delotroladodelarbol@hotmail.com,2011-01-01,4288
06441,Bib.Pop. La Chicharra,lagrietaylachicharra@gmail.com,2007-01-01,4376
06441,Bib.Pop.Bartolomé Mitre,cfloshornos@yahoo.com.ar,1933-01-01,2271
06441,Bib.Pop. Dr. Roman S. Harosteguy,biblioharosteguy@yahoo.com.ar,1980-01-01,3211
06441,Com.Vec.y Bib.Pop. Gonnet Bell,,1995-01-01,3956
06441,Bib. Pop. Mariano Moreno,bibpopmarianomoreno@hotmail.com,1936-01-01,1920
06441,Bib.Pop. D.F.Sarmiento,,1923-01-01,2438
06441,Bib. Pop. Tupac Amaru infantil y juvenil,bibliotecatupacamaru@yahoo.com.ar,1999-01-01,4066
06441,Bib.Pop. Alejo Iglesias,,1920-01-01,249
06434,Cen. y Bib.Pop. Osvaldo Pugliese,,1999-01-01,4117
06434,Bib.Pop. Libertador San Martín,,1917-01-01,150
06434,Bib. Pp. Soc. Bomberos Voluntarios de Lanús,,1945-01-01,2713
06434,Bib.Pop.Mun. Mariano Moreno,,1994-01-01,3448
06434,Bib.Pop. Olga Cossettini,,2001-01-01,4021
06434,Bib.Pop. Florentino Ameghino,bibliopopameghino@hotmail.com,1980-01-01,3431
06434,Bib.Pop. Mariano Moreno,,1997-01-01,3649
06434,Bib.Pop. Monte Chingolo,bibliotecapopularmontechingolo@gmail.com,1980-01-01,4135
06434,Bib.Pop. Alberdi,balberdiescalada@gmail.com,1919-01-01,2676
06434,Bib.Pop. Dr. E. Angel Barriocanal,bibliotecabarriocanal@yahoo.com.ar,1955-01-01,2767
06434,Bib. Pop. Juan B. Justo,roxanacaterbetti42@hotmail.com,1930-01-01,3828
06434,Bib.Pop.y Soc.Fom. D.F.Sarmiento,bibliotecasarmiento@yahoo.com.ar,1918-01-01,294
06434,Bib.Pop. 1 de Mayo,bibprimerodemayo@hotmail.com,1914-01-01,1706
06448,Bib.Pop. Laprida,bplaprida@yahoo.com.ar,1940-01-01,2134
06455,Bib.Pop. 25 de Mayo,,1928-01-01,1326
06462,Bib.Pop. D.F.Sarmiento,bibliotecapopular@live.com.ar,1916-01-01,87
06462,Bib.Pop. Mariano Moreno,nuevabibliomatienzo@hotmail.com,1988-01-01,3153
06462,Bib.Pop.Mun. Esteban Echeverría,bibvedia@yahoo.com.ar,1961-01-01,2872
06469,Bib.Pop. José M. Estrada,,1945-01-01,2366
06469,Bib.Pop. Bartolomé Mitre,bibliobayauca@hotmail.com,1932-01-01,1684
06469,Bib. Pop. D. F. Sarmiento,bibliosalas@yahoo.com.ar,1958-01-01,2729
06469,Bib.Pop. Fortín de la Cult. El triunfo,,1980-01-01,3442
06469,Asoc.Bib.Pop.Mun. Jullian de Castiglioni,,1980-01-01,3946
06469,Bib.Pop.Mun. D.F.Sarmiento,bibliotecasarmientocoop@hotmail.com.ar,,177
06476,Bib.Pop. D.F.Sarmiento,,1918-01-01,279
06469,Bib.Pop. José Ingenieros,,1926-01-01,1232
06476,Bib.Pop. San Manuel,bibliopopularsanmanuel@gmail.com,1993-01-01,3622
06483,Bib.Pop. Rivadavia,,1920-01-01,122
06483,Bib.Pop. D.F.Sarmiento,ccplbsarmiento@yahoo.com.ar,1912-01-01,175
06483,Bib.Pop. Albino Capponi,bibliocapponi@yahoo.com.ar,1902-01-01,1193
06483,Bib.Pop. Héroes de Malvinas,,1980-01-01,3796
06490,Bib.Pop. Alfonsina Storni,,1980-01-01,3865
06490,Bib.Pop.Soc.Fom. Roberto Arlt,,1980-01-01,3149
06490,Bib. Pop. Leopoldo Marechal,,1980-01-01,3979
06490,Bib.Pop. Escritores Argentinos,bipopu_argentinos07@yahoo.com.ar,1980-01-01,4196
06490,Bib. Pop. Antonio Mentruyt,bibliotecamentruytespectaculos@gmail.com,1900-01-01,173
06490,Bib.Pop.E Inst.Cult. Juan María Gutierrez,,1938-01-01,3404
06490,Bib.Pop. Julio Cortázar de Lomas Este,bibjuliocortazar@yahoo.com.ar,2002-01-01,4115
06490,Bib.Pop. de la ciudad,bibliotecapopulardelaciudad@gmail.com,2003-01-01,4121
06490,Bib.Pop. Vicente Longhi,bibliolonghi@hotmail.com,1980-01-01,2401
06490,Bib.Pop. San José,bibliotecasanjose2000@yahoo.com.ar,1980-01-01,3754
06490,Bib.Pop. Tito Brandsma,,1980-01-01,3823
06490,Bib.Pop. San Juan,bibliotecapopular_sanjuan@hotmail.com,2000-01-01,4008
06497,Bib.Pop. de Carlos Keen,lecturaenck@gmail.com,2001-01-01,4340
06497,Bib. Pop.  Ameghino,salonesbibliotecaameghino@gmail.com,1914-01-01,168
06497,Bib. Obrera Jean Jaures,,1918-01-01,3182
06497,Bib.Pop. Ernesto Sábato,,1996-01-01,3656
06497,Bib.Pop. Juan Bautista Alberdi,bibliotecaopendoor@hotmail.com,1926-01-01,1257
06505,Bib.Pop. Edmundo Girardengo,bpegirardengo@gmail.com,2008-01-01,4219
06511,Bib.Pop.Mun. Juan José Elizondo,,1966-01-01,3351
06515,Bib.Pop. William C.Morris,bibwcm@yahoo.com.ar,1975-01-01,2931
06515,Bib. Pop. El Cruce de Papel,,2007-01-01,4262
06515,Bib.Pop. Pablo Nogués,monbe3@hotmail.com,1998-01-01,3668
06515,Bib.Pop. de los Polvorines,bibliotecapolvorines@gmail.com,1998-01-01,3785
06515,La esperanza del Callao y Biblioteca Popular,,1980-01-01,4151
06518,Bib.Pop. José Ma. Viglietti,bibliotecadepiran@yahoo.com.ar,1977-01-01,4241
06525,Bib.Pop. Gral. San Martín,bibliopop.gsm@gmail.com,1936-01-01,1998
06532,Bib.Pop. D.F.Sarmiento,biblsarmiento_mercedes@hotmail.com,,194
06028,Bib.Pop. Malvinas argentinas,,1986-01-01,3243
06539,Bib.Pop. Perito Moreno,,1991-01-01,3303
06539,Bib.Pop. Manuel Galvez,,1980-01-01,4199
06539,Bib.Pop. Génesis,,1980-01-01,3949
06539,Bib. Pop. Ricardo Guiraldes,info@bibliotecaguiraldes.com.ar,2000-01-01,3999
06547,Asociación Cooperadora de la Biblioteca José Manuel Estrada de Abbott,,1980-01-01,3805
06547,Bib.Pop.Mun. Manuel Belgrano,bp_manuelbelgrano@hotmail.com,1950-01-01,2662
06553,Bib.Pop. Monte Hermoso,,1980-01-01,3315
06560,Bib.Pop. Vicky,,2000-01-01,4139
06560,Bib.Pop. Vicenta Castro Cambón,bibliotecambon@live.com.ar,1954-01-01,2673
06560,Bib.Pop.Casa.Cult. Barrio Parque San Carlos,,2000-01-01,3944
06560,Bib.Pop. Almafuerte de Barrio Guemes,bibliotkalmafuerte@gmail.com,2008-01-01,4336
06560,Asoc.Civ.Bib.Pop. El Cobijo,,2000-01-01,3886
06560,Bib. Pop. San José Obrero,bibliotecasanjoseobrero@gmail.com,1980-01-01,4134
06560,Bib.Pop. Mariano Moreno,biblioteca@cbmm.com.ar,1916-01-01,2243
06560,Bib.Pop. Horacio Quiroga,bphoracioquiroga@hotmail.com,1980-01-01,3248
06560,Bib.Pop. El centro y los chicos,,1980-01-01,4003
06560,Bib.Pop. Ciudad de Paso del Rey,bibliopop.pasodelrey@hotmail.es,1958-01-01,2804
06560,Sociedad de fomento San Pedro y Biblioteca Popular OLEGARIO VICTOR ANDRADE,,1958-01-01,4106
06560,Bib.Pop. 9 de Julio,,1929-01-01,1391
06560,Bib.Pop. Juan Manuel Giufra,bibliogiuffra@hotmail.com,1945-01-01,2324
06560,Bib. Pop. Arturo Jauretche de El Palomar,bibliotecajauretche@yahoo.com.ar,2001-01-01,4040
06560,Bib.Pop.Pub. Rosario Vera Peñaloza,,1971-01-01,3049
06560,Bib.Pop. Parlante Sur,biblioparlantesur@hotmail.com,1999-01-01,4274
06568,Bib.Pop. José Hernández,,1964-01-01,3012
